From	To
Q96LR4	TAFA4
Q2MV58	TCTN1
Q92994	BRF1
Q5QJE6	DNTTIP2
O60507	TPST1
Q2T9K0	TMEM44
Q96LD4	TRIM47
Q9NR97	TLR8
P23510	TNFSF4
Q06643	LTB
Q9NV29	TMEM100
Q7Z402	TMC7
Q9BVT8	TMUB1
Q8IU68	TMC8
A0A0B4J274	TRAV20
A0A576	TRBV3-1
Q9BX84	TRPM6
Q8NHH1	TTLL11
A0A0K0K1D8	TRBV6-1
A6NH52	TVP23A
Q01534	TSPY1
D6RBQ6	USP17L17
P35503	UGT1A3
Q7Z412	PEX26
P41219	PRPH
Q8IZL8	PELP1
Q9Y6X2	PIAS3
Q9BSU1	PHAF1
O43660	PLRG1
Q9NRZ5	AGPAT4
P04156	PRNP
Q5VT98	PRAMEF20
O75915	ARL6IP5
O95685	PPP1R3D
Q8IV42	PSTK
P51817	PRKX
Q9NQV7	PRDM9
Q9NQX0	PRDM6
Q9NRG1	PRTFDC1
P18433	PTPRA
Q86Y79	PTRH1
Q96DM3	RMC1
Q9Y3C5	RNF11
Q8N5L8	RPP25L
Q7Z2W9	MRPL21
Q8IXW5	RPAP2
O15318	POLR3G
Q8TD47	RPS4Y2
Q9UIY3	RWDD2A
Q9UHR5	SAP30BP
Q2MKA7	RSPO1
O75391	SPAG7
P0DUD4	SPDYE15
Q9BRT9	GINS4
O75094	SLIT3
Q5MJ68	SPDYC
Q8NEY3	SPATA4
Q9H0K1	SIK2
P57059	SIK1
Q9BRV8	SIKE1
O75324	SNN
Q9Y274	ST3GAL6
P61647	ST8SIA6
P00441	SOD1
Q96NB2	SFXN2
Q2M3C7	SPHKAP
Q8NEM2	SHCBP1
P51532	SMARCA4
Q8IY92	SLX4
O60902	SHOX2
Q9H3Y6	SRMS
Q9NWM0	SMOX
Q7RTT3	SSX9P
Q16385	SSX2
Q16385	SSX2B
Q9UH65	SWAP70
P0CL85	STAG3L3
O00204	SULT2B1
Q96L08	SUSD3
O15020	SPTBN2
Q8NEF9	SRFBP1
Q86TL2	STIMATE
Q9Y6E0	STK24
O43609	SPRY1
Q9BT56	SPX
P32856	STX2
Q5MJ09	SPANXN3
Q9P246	STIM2
Q8NHG7	SVIP
O94804	STK10
Q9BYT3	STK33
Q8WWF3	SSMEM1
Q9H040	SPRTN
Q9NP77	SSU72
Q8TCT6	SPPL3
Q01081	U2AF1
O95379	TNFAIP8
Q9Y4F4	TOGARAM1
Q8WUA4	GTF3C2
Q15569	TESK1
Q14188	TFDP2
Q96CP7	TLCD1
Q9H3H9	TCEAL2
Q92526	CCT6B
Q12767	TMEM94
Q6UXU6	TMEM92
Q5T0D9	TPRG1L
Q14142	TRIM14
P09493	TPM1
Q9UDY6	TRIM10
Q9BVS5	TRMT61B
Q96DC7	TMCO6
Q8WV44	TRIM41
Q6PJ69	TRIM65
Q9NUP7	TRMT13
A0PJW6	TMEM223
A0A0U1RQS6	TMEM275
Q9UKI8	TLK1
Q9BRN9	TM2D3
Q9NX00	TMEM160
A0A087WTH1	TMEM265
A0A1B0GTI8	TMEM272
Q9Y210	TRPC6
A0A5B7	TRBV29-1
A6NNM8	TTLL13P
A0A1B0GX49	TRBV6-4
Q9BXA6	TSSK6
P0C672	TSPAN19
P09466	PAEP
Q9UPG8	PLAGL2
Q7Z3Z3	PIWIL3
Q9BZE2	PUS3
Q9H477	RBKS
A6NDE4	RBMY1B
A1KZ92	PXDNL
P51151	RAB9A
P28749	RBL1
Q96S59	RANBP9
P10114	RAP2A
P43487	RANBP1
Q8WWW0	RASSF5
Q6IQ22	RAB12
P11233	RALA
Q92930	RAB8B
Q9UBZ9	REV1
Q5T5U3	ARHGAP21
Q5TG30	ARHGAP40
O43251	RBFOX2
Q9Y3P4	RHBDD3
Q52LD8	RFTN2
P48382	RFX5
P18077	RPL35A
O00584	RNASET2
Q96K19	RNF170
Q96C74	ROPN1L
P60602	ROMO1
Q8TCC3	MRPL30
P35398	RORA
Q9BYD6	MRPL1
Q8TEU7	RAPGEF6
Q96EL3	MRPL53
P24928	POLR2A
P46783	RPS10
O95059	RPP14
Q5PRF9	SAMD4B
Q14683	SMC1A
Q9UQQ2	SH2B3
Q99909	SSX3
O94768	STK17B
Q9NY57	STK32B
Q9Y2H1	STK38L
Q9UGK3	STAP2
Q8NCC5	SLC37A3
Q9NUV7	SPTLC3
Q8WXF0	SRSF12
O95926	SYF2
P62328	TMSB4X
Q4VX76	SYTL3
A6NHL2	TUBAL3
Q15545	TAF7
Q9NYW3	TAS2R7
Q8WV15	TMEM255B
P35269	GTF2F1
Q9BQ87	TBL1Y
Q99594	TEAD3
Q969F1	GTF3C6
Q6ZUK4	TMEM26
P54274	TERF1
Q8IYL2	TRMT44
Q9NRS4	TMPRSS4
Q9HC21	SLC25A19
Q9Y2W1	THRAP3
Q7Z7H5	TMED4
Q96B77	TMEM186
Q15025	TNIP1
A0A1B0GXF2	TRBV7-2
A0A0A6YYC5	TRAV14DV4
Q8NB14	USP38
P35125	USP6
Q8IWV7	UBR1
Q9P2H5	USP35
O15195	VILL
O00264	PGRMC1
Q15126	PMVK
P60510	PPP4C
Q8TCS8	PNPT1
P53816	PLAAT3
P46781	RPS9
P62081	RPS7
O15260	SURF4
Q13501	SQSTM1
Q9UH36	SRRD
P62857	RPS28
P62273	RPS29
P62304	SNRPE
Q9Y265	RUVBL1
O14975	SLC27A2
Q6PCB7	SLC27A1
P48443	RXRG
Q5VYP0	SPATA31A3
Q96QD8	SLC38A2
Q9Y694	SLC22A7
Q9Y224	RTRAF
Q9NRA2	SLC17A5
Q8N755	SLC66A3
Q8WUT9	SLC25A43
A1A4F0	SLC66A1L
P82663	MRPS25
Q9BQC6	MRPL57
Q9BY07	SLC4A5
Q8TDM5	SPACA4
Q7Z3Q1	SLC46A3
Q58EX2	SDK2
Q6UVJ0	SASS6
Q6UWF3	SCIMP
Q7Z6J9	TSEN54
Q15036	SNX17
Q9BV90	SNRNP25
Q8NCR6	SMRP1
Q8IVW8	SPNS2
Q9H2V7	SPNS1
Q8NB12	SMYD1
Q11203	ST3GAL3
P61278	SST
O95295	SNAPIN
Q08AE8	SPIRE1
Q96HL8	SH3YL1
Q9Y448	KNSTRN
Q9H6Q3	SLA2
O95343	SIX3
Q8NDZ2	SIMC1
P78324	SIRPA
Q9BZQ2	SHCBP1L
P53597	SUCLG1
Q01082	SPTBN1
Q7RTU9	STRC
Q7Z2R9	SSBP3-AS1
O95210	STBD1
Q15831	STK11
Q5VSR9	SPANXN1
Q9H5V9	STEEP1
Q13188	STK3
Q13247	SRSF6
Q99619	SPSB2
P52788	SMS
Q9Y6I9	TEX264
Q9UMZ2	SYNRG
Q4KMP7	TBC1D10B
Q13148	TARDBP
Q9BQE3	TUBA1C
Q92750	TAF4B
Q53R12	TM4SF20
Q9HBM6	TAF9B
Q96RJ0	TAAR1
A0A087X179	TBC1D3E
Q16594	TAF9
Q9NQ88	TIGAR
Q8WZ04	TOMT
A6NLI5	TRIM64C
Q6SJ96	TBPL2
Q68CL5	TPGS2
P48788	TNNI2
P19237	TNNI1
Q6GV28	TMEM225
B4DJY2	TMEM233
Q9H3N1	TMX1
P01733	TRBV12-3
Q9HCX4	TRPC7
A0A599	TRBV5-6
Q9NYZ1	TVP23B
Q9BXU3	TEX13A
Q8N3L3	TXLNB
P40126	DCT
O14562	UBFD1
Q93008	USP9X
Q9Y5P1	OR51B2
Q8NGJ8	OR51S1
P13725	OSM
Q6DKJ4	NXN
P20941	PDC
Q5T870	PRR9
P20742	PZP
Q02127	DHODH
P61574	HERVK_113
Q9H2L5	RASSF4
C9J798	RASA4B
P98175	RBM10
O15315	RAD51B
Q9H0T7	RAB17
Q59GN2	RPL39P5
Q9Y3T6	R3HCC1
Q9HCM1	RESF1
A6NKT7	RGPD3
Q07020	RPL18
Q02878	RPL6
P18124	RPL7
P62987	UBA52
Q96LZ7	RMDN2
Q6P1L8	MRPL14
Q9BT43	POLR3GL
P78382	SLC35A1
P0DPB3	SCHIP1
A0A286YEX9	SCYGR10
Q4G0G5	SCGB2B2
P07602	PSAP
Q8TEE9	SAP25
Q92791	P3H4
P0C263	SBK2
P57772	EEFSEC
Q14151	SAFB2
Q7RTU7	SCX
Q13214	SEMA3B
Q9NS98	SEMA3G
Q9H3S1	SEMA4A
Q14141	SEPTIN6
Q9HC62	SENP2
Q9BQF6	SENP7
Q96HI0	SENP5
Q9GZW5	SCAND2P
Q15858	SCN9A
Q13884	SNTB1
Q8TAD8	SNIP1
Q13596	SNX1
Q8WVK2	SNRNP27
O43791	SPOP
Q6ZMD2	SPNS3
Q9BUD6	SPON2
Q9P0V3	SH3BP4
Q5VXU9	SHOC1
Q96PL1	SCGB3A2
Q8TEC5	SH3RF2
Q99720	SIGMAR1
Q92529	SHC3
Q9UIU6	SIX4
Q15477	SKIV2L
Q13485	SMAD4
Q6ZSJ9	SHISA6
Q9BPZ7	MAPKAP1
Q8IWU5	SULF2
Q9BXA7	TSSK1B
A6NIH7	UNC119B
Q96C45	ULK4
Q6IPR3	TYW3
P35544	FAU
O43613	HCRTR1
Q13093	PLA2G7
Q8N2H9	PELI3
Q96KR7	PHACTR3
Q8NDX5	PHC3
A6NJB7	PRR19
Q15195	PLGLA
P62191	PSMC1
P0CG39	POTEJ
P04554	PRM2
Q5JQD4	PYY3
Q9P2R6	RERE
Q86UR5	RIMS1
Q6NUM9	RETSAT
Q68EM7	ARHGAP17
A6NI28	ARHGAP42
P49247	RPIA
Q9BQ52	ELAC2
Q63HN8	RNF213
P61218	POLR2F
Q9NRR4	DROSHA
P52435	POLR2J
Q9BYD3	MRPL4
P47736	RAP1GAP
P30876	POLR2B
Q9NVU0	POLR3E
Q7L523	RRAGA
P62701	RPS4X
Q6T310	RASL11A
Q96T23	RSF1
O60687	SRPX2
P62847	RPS24
P25815	S100P
Q9H2H9	SLC38A1
Q9H228	S1PR5
A6NK97	SLC22A20P
P48066	SLC6A11
Q96CQ1	SLC25A36
Q6P5W5	SLC39A4
P82650	MRPS22
Q92504	SLC39A7
Q8IYJ3	SYTL1
Q8WUM9	SLC20A1
Q504Y0	SLC39A12
Q8NBI5	SLC43A3
Q96IW7	SEC22A
Q9Y467	SALL2
Q6NUJ1	PSAPL1
Q9H7L9	SUDS3
Q9GZV3	SLC5A7
Q6SZW1	SARM1
Q6FHJ7	SFRP4
Q9UH03	SEPTIN3
P31040	SDHA
P49223	SPINT3
O15304	SIVA1
Q5STR5	SMIM40
Q8N5C6	SRBD1
Q8TAQ9	SUN3
Q93045	STMN2
P22531	SPRR2E
Q6UWL2	SUSD1
Q6PI48	DARS2
Q5I0X7	TTC32
D6RJB6	USP17L20
Q6QN14	USP17L6P
O75691	UTP20
Q92995	USP13
Q9NP79	VTA1
Q9H1E3	NUCKS1
Q7Z2Y5	NRK
Q14249	ENDOG
Q9NV35	NUDT15
Q9Y236	OSGIN2
Q9UKX7	NUP50
Q9NZW5	PALS2
P50479	PDLIM4
P0DMB1	PRR23D2
Q86YL7	PDPN
Q8TCT1	PHOSPHO1
P78364	PHC1
Q9BX97	PLVAP
Q03052	POU3F1
Q96G03	PGM2
Q8N4B5	PRR18
Q9BWN1	PRR14
Q8IZ63	PRR22
Q969H6	POP5
O94763	URI1
O00237	RNF103
P60153	RNASE9
O75792	RNASEH2A
Q969K3	RNF34
Q04912	MST1R
Q4U2R6	MRPL51
P0DPB6	POLR1D
Q9BUI4	POLR3C
Q9BXS9	SLC26A6
Q8WXD0	RXFP2
Q9Y3V2	RWDD3
P33763	S100A5
Q9NY46	SCN3A
Q6UWP8	SBSN
Q9UPS6	SETD1B
Q9BY12	SCAPER
Q9BYW2	SETD2
Q9P0U3	SENP1
Q9BWG6	SCNM1
Q07617	SPAG1
A0A494C086	SPDYE21
Q92563	SPOCK2
Q9Y286	SIGLEC7
Q96RF0	SNX18
P35610	SOAT1
Q86W54	SPATA24
Q6X4U4	SOSTDC1
Q8N9U9	SPANXA2-OT1
Q9NS26	SPANXA1
Q9NS26	SPANXA2
Q6GMV2	SMYD5
Q15506	SPA17
Q9HCB6	SPON1
Q587I9	SFT2D3
Q8IX90	SKA3
Q9NPC8	SIX2
A8MWV9	SMIM34
Q6ZV89	SH2D5
Q13239	SLA
A0A1B0GUW7	SMIM27
Q2M3G4	SHROOM1
A4FU49	SH3D21
Q5T5J6	SWT1
Q9Y3F4	STRAP
Q14140	SERTAD2
Q9H169	STMN4
Q08170	SRSF4
P35325	SPRR2B
Q9NSD9	FARSB
Q9BY14	TEX101
A2A3L6	TTC24
Q3SY77	UGT3A2
Q9H813	PACC1
P53611	RABGGTB
Q9NRQ2	PLSCR4
Q99640	PKMYT1
P00747	PLG
P54277	PMS1
Q9WJR5	ERVK-19
Q8N8W4	PNPLA1
Q494U1	PLEKHN1
Q9UKL6	PCTP
Q9Y4G2	PLEKHM1
Q13393	PLD1
Q63HM9	PLCXD3
Q9NRZ7	AGPAT3
P17980	PSMC3
Q7Z6L0	PRRT2
A6NEY8	PRORSD1P
A3QJZ6	PRAMEF22
Q5VXH5	PRAMEF7
P26599	PTBP1
Q9NZH5	PTTG2
Q16647	PTGIS
O14522	PTPRT
Q15238	PSG5
Q5JS54	PSMG4
Q9UPQ7	PDZRN3
P07919	UQCRH
O75192	PEX11A
Q8NG50	RDM1
P46063	RECQL
O00559	EBAG9
P61106	RAB14
Q6ZS17	RIPOR1
O14593	RFXANK
Q07960	ARHGAP1
P50914	RPL14
Q9NQ39	RPS10P5
Q9Y2K9	STXBP5L
Q8N4V2	SVOP
Q16623	STX1A
Q9BWW4	SSBP3
Q8N3V7	SYNPO
P49591	SARS1
Q8NBD8	TMEM229B
Q15814	TBCC
Q8IUX1	TMEM126B
A0A087WVF3	TBC1D3D
Q13885	TUBB2A
P37802	TAGLN2
Q7RTR8	TAS2R42
P37173	TGFBR2
Q5TEJ8	THEMIS2
Q13472	TOP3A
Q96GJ1	TRMT2B
Q96KB5	PBK
Q5T7W7	TSTD2
A0A0B4J248	TRAV1-1
Q86UF1	TSPAN33
P30536	TSPO
Q7Z4L5	TTC21B
A0JNW5	UHRF1BP1L
Q9HAW8	UGT1A10
P22310	UGT1A4
O95071	UBR5
Q32P28	P3H1
Q86UC2	RSPH3
Q8WYR4	RSPH1
B4DYI2	SPATA31C2
Q9Y230	RUVBL2
Q8IVM8	SLC22A9
O76054	SEC14L2
Q96H78	SLC25A44
Q01196	RUNX1
Q9BZV2	SLC19A3
Q9Y291	MRPS33
Q8TBB6	SLC7A14
Q96CM3	RPUSD4
P35542	SAA4
Q96ER3	SAAL1
Q96JT2	SLC45A3
P82932	MRPS6
Q9NZJ4	SACS
Q15043	SLC39A14
Q9NWF4	SLC52A1
P31213	SRD5A2
Q7Z5N4	SDK1
Q8N8I0	SAMD12
Q9P1V8	SAMD15
P53794	SLC5A3
Q8IWY4	SCUBE1
Q9BYH1	SEZ6L
A6NFY7	SDHAF1
Q96GD3	SCMH1
O43865	AHCYL1
P0C264	SBK3
P20132	SDS
P04279	SEMG1
Q8TBK2	SETD6
A6NH21	SERINC4
O95238	SPDEF
Q9Y343	SNX24
P01286	GHRH
Q6ZNX1	SHLD3
Q8TEV9	SMCR8
P12757	SKIL
Q15475	SIX1
Q96KF7	SMIM8
Q8WU79	SMAP2
P38935	IGHMBP2
Q8IY18	SMC5
Q96LK8	SPATA32
Q6IMI6	SULT1C3
Q53S58	TMEM177
Q9UEE5	STK17A
Q8NEQ6	SRARP
A1L4H1	SSC5D
A0A0U1RRN3	SPTY2D1OS
P55854	SUMO3
A0A1B0GTR4	SPRR5
Q9UBI4	STOML1
Q9UH99	SUN2
Q9NUC0	SERTAD4
Q9BRL6	SRSF8
P19484	TFEB
A0A0A0MT87	TRBJ2-4
Q96M29	TEKT5
Q5H9I0	TFDP3
Q8NFU7	TET1
Q86V40	TRABD2A
Q6ZNM6	TEX43
Q15554	TERF2
Q4W5G0	TIGD2
Q8WWA1	TMEM40
Q96BQ3	TRIM43
P43489	TNFRSF4
Q12931	TRAP1
Q66K66	TMEM198
Q8TC26	TMEM163
Q93096	PTP4A1
A6NGB7	TMEM221
Q96B21	TMEM45B
A5PLN9	TRAPPC13
Q6UXY8	TMC5
Q8N9M5	TMEM102
Q5VZI3	TMEM268
O95807	TMEM50A
Q9NWD8	TMEM248
A0A1B0GVZ9	TMEM269
Q04727	TLE4
A0A075B6L2	TRGV11
P02788	LTF
Q8N841	TTLL6
A0A075B6W5	TRAV23DV6
O60635	TSPAN1
Q8N2C9	UMODL1-AS1
Q04323	UBXN1
Q9UK80	USP21
P21281	ATP6V1B2
O43915	VEGFD
Q6EMK4	VASN
P38606	ATP6V1A
A0A1B0GUX0	ATP6V1FNB
Q93050	ATP6V0A1
Q5T9L3	WLS
P78423	CX3CL1
Q8IWA0	WDR75
Q9NQH7	XPNPEP3
Q8TEU8	WFIKKN2
Q1A5X7	WHAMMP3
P37198	NUP62
Q8NGJ9	OR51T1
Q9ULD0	OGDHL
Q02962	PAX2
A6NGG8	PCARE
O75340	PDCD6
O14737	PDCD5
Q9Y5H3	PCDHGA10
Q6ZVD8	PHLPP2
Q9H714	RUBCNL
A0A087WWA1	P3R3URF
Q969Q6	PPP2R3C
Q8N0Y7	PGAM4
Q32M88	PGGHG
Q9UBM1	PEMT
Q6P3X8	PGBD2
Q96PD5	PGLYRP2
P12955	PEPD
A0PG75	PLSCR5
Q9NRY7	PLSCR2
Q9Y4D7	PLXND1
Q7Z2D5	PLPPR4
Q13401	PMS2P3
A0A0A6YYL3	POTEB
O75038	PLCH2
P0CG20	PRR35
P24158	PRTN3
P11216	PYGB
Q13610	PWP1
Q9Y2P8	RCL1
Q9BQ04	RBM4B
P0DJD3	RBMY1A1
Q9H2T7	RANBP17
Q5TC82	RC3H1
Q9UJ41	RABGEF1
Q8N0T1	RBIS
P57052	RBM11
O60895	RAMP2
O43353	RIPK2
Q9H1J1	UPF3A
P51606	RENBP
P05388	RPLP0
Q8N7X1	RBMXL3
Q9NWF9	RNF216
O15160	POLR1C
Q9Y3B7	MRPL11
Q9NQ50	MRPL40
Q8N983	MRPL43
Q6XPR3	RPTN
P62269	RPS18
Q8NFX7	STXBP6
P51692	STAT5B
P14410	SI
P61956	SUMO2
P22528	SPRR1B
Q6ZW31	SYDE1
Q9NZ09	UBAP1
Q9H2B2	SYT4
Q5T7P8	SYT6
Q66K14	TBC1D9B
Q8NFB2	TMEM185A
Q96HP8	TMEM176A
Q9UK61	TASOR
Q9UBB9	TFIP11
Q99757	TXN2
O75443	TECTA
P09110	ACAA1
P24557	TBXAS1
A0A0A0MTA7	TRBJ2-1
Q5H9L2	TCEAL5
Q8N3R3	TCAIM
Q9P2Z0	THAP10
A6NCN8	TEX52
Q8NDY8	TMEM52
Q8N816	KRT10-AS1
P57088	TMEM33
Q9H2L4	TMEM60
O15533	TAPBP
O94826	TOMM70
P49638	TTPA
Q9NX07	TRNAU1AP
Q9BSA4	TTYH2
A0A0A6YYK6	TRAV16
Q96GW7	BCAN
P13674	P4HA1
P05187	ALPP
P62937	PPIA
Q9UIG4	PSORS1C2
O94906	PRPF6
P10163	PRB4
Q8N3J5	PPM1K
Q9ULR3	PPM1H
Q7RTS3	PTF1A
O00232	PSMD12
P22695	UQCRC2
Q9BRQ0	PYGO2
O94761	RECQL4
Q9UBF6	RNF7
Q9Y580	RBM7
Q9H082	RAB33B
Q8IUD2	ERC1
Q8WXH6	RAB40A
Q12829	RAB40B
Q6NVV1	RPL13AP3
Q8TD07	RAET1E
Q8N1G1	REXO1
Q8N443	RIBC1
P17081	RHOQ
Q7Z6I6	ARHGAP30
P27635	RPL10
Q9UHA3	RSL24D1
Q96G75	RMND5B
Q8N7C7	RNF148
Q96GF1	RNF185
Q9Y6U7	RNF215
Q9HAT0	ROPN1
A6NCQ9	RNF222
Q9BQ48	MRPL34
O75575	CRCP
P84022	SMAD3
A6NHR9	SMCHD1
P37108	SRP14
O00186	STXBP3
P49675	STAR
Q9P2P6	STARD9
Q13190	STX5
P21549	AGXT
Q13586	STIM1
Q8NFT2	STEAP2
A6NJG2	SOWAHD
Q9NRP7	STK36
Q658P3	STEAP3
Q8TAV4	STOML3
Q96A49	SYAP1
Q68D10	SPTY2D1
Q58G82	SYT14P1
Q9BYN0	SRXN1
P49590	HARS2
Q15572	TAF1C
P0DP42	TMEM225B
Q9NYW4	TAS2R5
Q5T011	SZT2
Q14DG7	TMEM132B
Q7Z422	SZRD1
B4DZS4	TCP11X1
Q7Z5A7	TAFA5
Q9C0I4	THSD7B
Q9C0D5	TANC1
Q9P031	CCDC59
O14948	TFEC
Q92748	THRSP
O95932	TGM6
Q5VWP2	TENT5C
A0A1B0GTY4	TEX50
Q9Y242	TCF19
O95935	TBX18
Q96H15	TIMD4
Q5QJ38	TCHHL1
Q9BXF9	TEKT3
Q5VZQ5	TEX36
Q12870	TCF15
Q9HAU6	TPT1P8
Q07352	ZFP36L1
Q9NYL9	TMOD3
P02787	TF
Q9ULS5	TMCC3
O60858	TRIM13
Q9C030	TRIM6
Q8TCG2	PI4K2B
Q86UU1	PHLDB1
Q5T6S3	PHF19
Q99569	PKP4
Q8NG27	PJA1
E5RG02	PRSS46P
P49643	PRIM2
P06454	PTMA
Q96NR3	PTCHD1
P17706	PTPN2
O75832	PSMD10
O95072	REC8
P61578	ERVK-16
Q8TBN0	RAB3IL1
Q6NUR6	RNF216P1
Q969Q5	RAB24
Q9NVN3	RIC8B
P62820	RAB1A
Q09MP3	RAD51AP2
P82980	RBP5
P10745	RBP3
P35249	RFC4
Q8IXN7	RIMKLA
Q6ZUM4	ARHGAP27
O75679	RFPL3
Q9BRK0	REEP2
Q6GYQ0	RALGAPA1
Q86X27	RALGPS2
Q01201	RELB
Q9P0P0	RNF181
P78317	RNF4
Q9H7B2	RPF2
Q9Y3B9	RRP15
Q9HA92	RSAD1
O43511	SLC26A4
O43868	SLC28A2
Q9HAS3	SLC28A3
Q9Y2P4	SLC27A6
Q9Y2B1	RXYLT1
Q6PIV7	SLC25A34
Q86VD7	SLC25A42
Q969I6	SLC38A4
Q8IZM9	SLC38A6
P82930	MRPS34
Q9BXI6	TBC1D10A
Q9NVC3	SLC38A7
Q99624	SLC38A3
Q96FL8	SLC47A1
Q6UXD5	SEZ6L2
Q8IVG5	SAMD9L
P05060	CHGB
Q9NSI8	SAMSN1
Q96JE7	SEC16B
Q9GZR1	SENP6
Q9UQD0	SCN8A
Q6Q759	SPAG17
Q86XZ4	SPATS2
P0DUD3	SPDYE14
Q495Y8	SPDYE2
O95721	SNAP29
Q92185	ST8SIA1
Q3SY56	SP6
Q9BQ83	SLX1A
Q9BQ83	SLX1B
Q3ZLR7	SUPT20HL1
Q16613	AANAT
P19634	SLC9A1
P98077	SHC2
Q9BX95	SGPP1
Q9NPB0	SAYSD1
Q8TEV8	SMCR5
Q149N8	SHPRH
Q96FS4	SIPA1
Q9Y5W9	SNX11
Q9Y365	STARD10
Q9BXP5	SRRT
Q92574	TSC1
Q5XKP0	MICOS13
O60291	MGRN1
Q9BRQ6	CHCHD6
Q15528	MED22
Q9GZQ8	MAP1LC3B
Q9UBG0	MRC2
Q9BV20	MRI1
Q9H4K7	MTG2
Q9HCH0	NCKAP5L
Q8N660	NBPF15
Q9BTX1	NDC1
Q9Y2K3	MYH15
P12524	MYCL
Q9H841	NIPAL2
P48145	NPBWR1
Q92597	NDRG1
P36955	SERPINF1
Q8WUJ1	CYB5D2
Q8N9H8	EXD3
Q9Y2I6	NINL
Q9HBY0	NOX3
Q5C9Z4	NOM1
Q13224	GRIN2B
Q00653	NFKB2
Q96J94	PIWIL1
P49790	NUP153
Q8IVF1	NUTM2A
Q9NPB1	NT5M
Q96MF7	NSMCE2
P10588	NR2F6
Q9BXW6	OSBPL1A
P22059	OSBP
Q6IN85	PPP4R3A
O60925	PFDN1
Q6ZS72	PEAK3
Q5VVP1	SPATA31A6
Q15413	RYR3
Q96L94	SNX22
Q6UXR4	SERPINA13P
Q6IEE8	SLFN12L
Q01892	SPIB
P56693	SOX10
Q9NRA0	SPHK2
O95562	SFT2D2
A2RU48	SMCO3
O95969	SCGB1D2
A6NFE2	SMCO2
A6NL88	SHISA7
Q9NZC9	SMARCAL1
Q9UQE7	SMC3
Q99717	SMAD5
A6NCI5	LINC00862
Q5SQS7	SH2D4B
Q6UWI4	SHISA2
P61764	STXBP1
Q8WXE9	STON2
P27105	STOM
P50225	SULT1A1
Q7KZ85	SUPT6H
Q537H7	SPATA45
Q96MF2	STAC3
P59095	STARD6
O95149	SNUPN
Q4LDE5	SVEP1
Q15208	STK38
Q5JTZ9	AARS2
Q96RM1	SPRR2F
A1L190	SYCE3
Q16563	SYPL1
P10636	MAPT
Q96I59	NARS2
Q53T94	TAF1B
P0DPH8	TUBA3D
Q7L3T8	PARS2
Q9H5J8	TAF1D
Q6P1X5	TAF2
Q96A56	TP53INP1
Q9BSW7	SYT17
Q7L8C5	SYT13
P59539	TAS2R45
P59533	TAS2R38
P59544	TAS2R50
P0DTE0	TAS2R36
A6NNZ2	TUBB8B
Q3MII6	TBC1D25
Q00403	GTF2B
Q5JRA6	MIA3
Q8IUE1	TGIF2LX
Q8WUY1	THEM6
Q16762	TST
O43615	TIMM44
Q9NQB0	TCF7L2
Q6ZNR0	TMEM91
Q17RP2	TIGD6
A6NDV4	TMEM8B
Q9NPL8	TIMMDC1
O14717	TRDMT1
Q629K1	TRIQK
Q8IWZ5	TRIM42
Q86XR7	TICAM2
P49368	CCT3
Q15643	TRIP11
Q6ICI0	TMEM211
A0A577	TRBV4-1
A0A0B4J262	TRAV8-6
Q8TE23	TAS1R2
Q9H313	TTYH1
Q9Y4A5	TRRAP
Q6PEZ8	PODNL1
P02776	PF4
O75817	POP7
Q96I34	PPP1R16A
Q9P212	PLCE1
P78527	PRKDC
O43663	PRC1
Q5VWM4	PRAMEF8
P0DTF9	PTTG1IP2
P53801	PTTG1IP
P01270	PTH
P35236	PTPN7
Q14997	PSME4
Q16401	PSMD5
O95456	PSMG1
P22234	PAICS
P31930	UQCRC1
O14949	UQCRQ
Q9BRP8	PYM1
Q96PZ0	PUS7
Q6NUJ5	PWWP2B
O14802	POLR3A
Q96KT7	SLC35G5
Q6YBV0	SLC36A4
Q96G79	SLC35A4
Q9Y3B4	SF3B6
Q14242	SELPLG
Q9Y5Y9	SCN10A
Q9UIL1	SCOC
Q13425	SNTB2
Q8IX21	SLF2
Q8N7X8	SIGLECL1
Q8IY81	FTSJ3
Q8N0X2	SPAG16
Q68CJ6	NUGGC
O15389	SIGLEC5
Q8TAQ2	SMARCC2
O43699	SIGLEC6
O43255	SIAH2
Q02086	SP2
Q9UBY0	SLC9A2
Q9BPZ2	SPIN2B
P35712	SOX6
P51531	SMARCA2
O60248	SOX15
A0A1B0GW54	SMIM39
Q9NR46	SH3GLB2
Q9BYB0	SHANK3
A6NGZ8	SMIM9
A0A1B0GVV1	SMIM35
O94842	TOX4
Q5T5P2	KIAA1217
Q9UNL2	SSR3
P31391	SSTR4
Q59H18	TNNI3K
O43805	SSNA1
O75886	STAM2
P40763	STAT3
Q14162	SCARF1
Q9UNK0	STX8
Q6PGP7	TTC37
Q96PI1	SPRR4
Q9HD15	SRA1
Q92797	SYMPK
Q9NYB0	TERF2IP
Q9P016	THYN1
Q6I9Y2	THOC7
O43247	TEX33
Q9UNS1	TIMELESS
Q96M34	TEX55
A0A1B0GVG6	TEX54
C9J3V5	TEX22
Q02880	TOP2B
Q96MW7	TIGD1
Q9BTV4	TMEM43
Q69YG0	TMEM42
O14669	PRRG2
Q9P272	TRMT9B
P67936	TPM4
Q9BVK6	TMED9
Q96PN7	TRERF1
Q9BQ61	TRIR
Q6QAJ8	TMEM220
Q14656	TMEM187
